Postcode,Postcode Status,LSOA Code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile
B74 4TD,Live,E01009421,Birmingham 004A E01009421,31008,10
B74 4TE,Live,E01009421,Birmingham 004A E01009421,31008,10
B74 4TF,Live,E01009421,Birmingham 004A E01009421,31008,10
B74 4TG,Live,E01009421,Birmingham 004A E01009421,31008,10
B74 4TH,Live,E01009421,Birmingham 004A E01009421,31008,10
B74 4TJ,Live,E01009421,Birmingham 004A E01009421,31008,10
B74 4TL,Live,E01009421,Birmingham 004A E01009421,31008,10
B74 4TN,Live,E01009425,Birmingham 002D E01009425,23012,8
B74 4TP,Live,E01009422,Birmingham 002B E01009422,27741,9
B74 4TQ,Live,E01009421,Birmingham 004A E01009421,31008,10
B74 4TR,Live,E01009422,Birmingham 002B E01009422,27741,9
B74 4TS,Live,E01009422,Birmingham 002B E01009422,27741,9
B74 4TT,Live,E01009422,Birmingham 002B E01009422,27741,9
B74 4TU,Live,E01009422,Birmingham 002B E01009422,27741,9
B74 4TW,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4TX,Live,E01009417,Birmingham 001A E01009417,21433,7
B74 4TY,Live,E01009417,Birmingham 001A E01009417,21433,7
B74 4UB,Terminated,E01009418,Birmingham 001B E01009418,15161,5
B74 4UD,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4UE,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4UF,Live,E01009418,Birmingham 001B E01009418,15161,5
B74 4UG,Live,E01009418,Birmingham 001B E01009418,15161,5
B74 4UH,Terminated,E01009418,Birmingham 001B E01009418,15161,5
B74 4UP,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4UQ,Live,E01009418,Birmingham 001B E01009418,15161,5
B74 4UU,Terminated,E01009433,Birmingham 001D E01009433,29541,9
B74 4UZ,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WA,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WB,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WD,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WE,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WH,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WJ,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WN,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WQ,Terminated,E01009418,Birmingham 001B E01009418,15161,5
B74 4WR,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WS,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WT,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WU,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WX,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4WZ,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4XA,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XB,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XD,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XE,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XF,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XG,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XH,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XJ,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4XL,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4XN,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XP,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XQ,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4XR,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XS,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XT,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XU,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XW,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XX,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XY,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4XZ,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4YA,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4YB,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4YD,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4YE,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4YF,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4YG,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4YH,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4YJ,Live,E01009424,Birmingham 004B E01009424,19994,7
B74 4YL,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4YN,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4YP,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4YQ,Live,E01009433,Birmingham 001D E01009433,29541,9
B74 4YR,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4YS,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4YT,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4YU,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4YW,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZA,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZG,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZH,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZN,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZQ,Terminated,E01009433,Birmingham 001D E01009433,29541,9
B74 4ZR,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZS,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZT,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZW,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B74 4ZY,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B7 4AA,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4AB,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4AD,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4AE,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4AF,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4AG,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4AH,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4AJ,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4AL,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4AN,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4AP,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4AQ,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4AR,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4AS,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4AT,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4AX,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4AY,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4AZ,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4BA,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4BB,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4BD,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4BE,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4BG,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4BH,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4BJ,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4BL,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4BN,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4BP,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4BQ,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4BS,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4BT,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4BU,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4BZ,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4DA,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4DB,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4DD,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4DE,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4DF,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4DG,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4DH,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4DJ,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4DL,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4DN,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4DQ,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4DR,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4DS,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4DT,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4DW,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4DX,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4DY,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4DZ,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4EB,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4ED,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4EE,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4EG,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4EH,Live,E01033617,Birmingham 050F E01033617,11916,4
B7 4EJ,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4EN,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4EP,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4ER,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4ES,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4ET,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4EU,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4EW,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4EX,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4EY,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4EZ,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4HA,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4HB,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4HD,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4HE,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4HH,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4HJ,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4HL,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4HN,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4HP,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4HQ,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4HR,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4HS,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4HT,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4HU,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4HW,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4HX,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4HY,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4HZ,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4JA,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4JB,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4JD,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4JE,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JF,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4JG,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4JH,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JJ,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4JL,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JN,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JP,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JQ,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4JR,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JS,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JT,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JU,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JW,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4JX,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4JY,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4JZ,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4LA,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4LB,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4LD,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4LE,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4LF,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4LG,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4LH,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4LJ,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4LL,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4LN,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4LP,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4LR,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4LS,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4LT,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4LU,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4LW,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4LX,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4LY,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4LZ,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4NA,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4NB,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4ND,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4NE,Live,E01033561,Birmingham 050E E01033561,9761,3
B7 4NF,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4NG,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4NH,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4NJ,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4NL,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4NN,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4NP,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4NQ,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4NR,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4NS,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4NT,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4NU,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4NW,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4NX,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4NY,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4NZ,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4PA,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4PB,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4PD,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4PE,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4PF,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4PG,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4PH,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4PJ,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4PL,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4PN,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4PP,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4PQ,Live,E01009201,Birmingham 043A E01009201,1612,1
B7 4PR,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4PS,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4PT,Live,E01009201,Birmingham 043A E01009201,1612,1
B7 4PU,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4PW,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4PX,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4PY,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4PZ,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4QA,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QB,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4QD,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4QE,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QF,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QG,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QH,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QJ,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QL,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QN,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QP,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4QQ,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4QR,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4QS,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4QT,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QU,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4QW,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4QX,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4QY,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4QZ,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4RA,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4RD,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4RH,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4RJ,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4RN,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4RP,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4RQ,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4RR,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4RS,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4RT,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4RU,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4RW,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4SA,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4SB,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4SE,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4SH,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4SJ,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4SL,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4SN,Live,E01033644,Birmingham 052F E01033644,956,1
B7 4SP,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4SQ,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4SR,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4SS,Terminated,E01009204,Birmingham 052E E01009204,1176,1
B7 4ST,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4SU,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4SZ,Live,E01009204,Birmingham 052E E01009204,1176,1
B7 4TB,Terminated,E01009201,Birmingham 043A E01009201,1612,1
B7 4TD,Terminated,E01009201,Birmingham 043A E01009201,1612,1
B7 4TE,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4TG,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4TH,Live,E01009201,Birmingham 043A E01009201,1612,1
B7 4TJ,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4TP,Terminated,E01009203,Birmingham 043C E01009203,1254,1
B7 4TS,Live,E01009203,Birmingham 043C E01009203,1254,1
B7 4TT,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4TZ,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4UA,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4UB,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4UU,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4WA,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4WB,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4WE,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4WH,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4WN,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4WR,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4WS,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4XA,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B7 4YB,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4ZR,Terminated,E01008910,Birmingham 050A E01008910,2153,1
B7 4ZW,Terminated,E01033561,Birmingham 050E E01033561,9761,3
B75 5AA,Live,E01009431,Birmingham 003E E01009431,30121,10
B75 5AB,Live,E01009431,Birmingham 003E E01009431,30121,10
B75 5AD,Live,E01009431,Birmingham 003E E01009431,30121,10
B75 5AE,Live,E01009431,Birmingham 003E E01009431,30121,10
B75 5AF,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5AG,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5AH,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5AJ,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5AL,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5AN,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5AP,Live,E01009431,Birmingham 003E E01009431,30121,10
B75 5AQ,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5AS,Terminated,E01009423,Birmingham 002C E01009423,10309,4
B75 5AT,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5AU,Terminated,E01009423,Birmingham 002C E01009423,10309,4
B75 5AW,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5AX,Terminated,E01009423,Birmingham 002C E01009423,10309,4
B75 5AY,Terminated,E01009425,Birmingham 002D E01009425,23012,8
B75 5AZ,Terminated,E01009425,Birmingham 002D E01009425,23012,8
B75 5BA,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5BB,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5BD,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5BE,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5BG,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5BH,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5BJ,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5BL,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5BN,Terminated,E01009423,Birmingham 002C E01009423,10309,4
B75 5BP,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5BQ,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5BS,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5BT,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5BU,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B75 5BW,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5BX,Terminated,E01009429,Birmingham 003D E01009429,31954,10
B75 5BY,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5BZ,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5DA,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5DB,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5DD,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5DE,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5DF,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B75 5DG,Terminated,E01009431,Birmingham 003E E01009431,30121,10
B75 5DH,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5DJ,Live,E01009416,Birmingham 003A E01009416,28041,9
B75 5DL,Live,E01009429,Birmingham 003D E01009429,31954,10
B75 5DN,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5DP,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5DQ,Terminated,E01009431,Birmingham 003E E01009431,30121,10
B75 5DR,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5DS,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5DT,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5DU,Live,E01009415,Birmingham 002A E01009415,29422,9
B75 5DW,Terminated,E01009423,Birmingham 002C E01009423,10309,4
B75 5DX,Terminated,E01009415,Birmingham 002A E01009415,29422,9
B75 5DY,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B75 5DZ,Terminated,E01009415,Birmingham 002A E01009415,29422,9
B75 5EA,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EB,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5ED,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EE,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EF,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5EG,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5EH,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EJ,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EL,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EN,Live,E01009420,Birmingham 003B E01009420,26460,9
B75 5EP,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EQ,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5ER,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5ES,Live,E01009425,Birmingham 002D E01009425,23012,8
B75 5ET,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EU,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EW,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EX,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EY,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5EZ,Live,E01009423,Birmingham 002C E01009423,10309,4
B75 5FD,Terminated,E01009423,Birmingham 002C E01009423,10309,4
B75 5FE,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B75 5FF,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B75 5FH,Terminated,E01009423,Birmingham 002C E01009423,10309,4
B75 5FJ,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B75 5FL,Terminated,E01009423,Birmingham 002C E01009423,10309,4
B75 5FN,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B75 5FW,Terminated,E01009424,Birmingham 004B E01009424,19994,7
B75 5GA,Live,E01009415,Birmingham 002A E01009415,29422,9
B75 5GB,Live,E01009416,Birmingham 003A E01009416,28041,9
B75 5HA,Live,E01009423,Birmingham 002C E01009423,10309,4
