FID,LSOA code,LSOA11NM,LSOA11NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,LADCD_ACTIVE,UTLACD,CAUTHCD,RGNCD,geometry
8665,E01008897,Birmingham 067B,Birmingham 067B,412837,286017,-1.81244,52.47195,60b9584f-3776-4873-aba2-1285d1440734,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.807769240462989 52.47301598947832, -1.806953134207167 52.47295623656281, -1.807060505344873 52.472695468261755, -1.809097991936589 52.47061585273542, -1.809463006760543 52.47007125168802, -1.810425908551119 52.470242994831686, -1.810078301499559 52.47075061496862, -1.811125356108277 52.4711588968745, -1.812282672061207 52.47069020500092, -1.811631700766175 52.47009544798075, -1.813276247602389 52.470268018720155, -1.814057002998579 52.46853887213019, -1.814682526325367 52.46863734865639, -1.815709641456842 52.46768684819619, -1.815496627950283 52.4684554662828, -1.816013011237323 52.46900078386117, -1.816864376735206 52.46865422282582, -1.816124010081361 52.46995783498862, -1.81722436649012 52.46971021119952, -1.817936008465697 52.47034258814586, -1.817379576066334 52.47060550689103, -1.816955887176714 52.47029738661039, -1.816322759470865 52.47045965586982, -1.815477258386425 52.47108459330593, -1.815095590641159 52.47209241359975, -1.814054780305848 52.472395401190276, -1.814420898127058 52.472921246348754, -1.815088335117957 52.47264765949181, -1.815652622676805 52.47297430878148, -1.816395711103562 52.47270340787207, -1.816922457045192 52.473119502548435, -1.816408221118689 52.47370683488889, -1.816876869719363 52.474265258888835, -1.811900871740171 52.47363120701486, -1.807769240462989 52.47301598947832))"
8666,E01008898,Birmingham 066C,Birmingham 066C,412107,285757,-1.8232,52.46963,1c9510de-d243-43cc-8625-dd05758053d2,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.823405835035292 52.47110871374442, -1.822789253809029 52.470767863926916, -1.820794318621729 52.47085480812396, -1.819592962634373 52.470039786957855, -1.818785221814399 52.46978758984099, -1.819852039909073 52.46889368834492, -1.819133494573362 52.46832134287196, -1.820134375530871 52.46783088952896, -1.820250158901287 52.46751355685312, -1.821350977999078 52.4671270072017, -1.822449870948531 52.466961178303194, -1.824201497700078 52.46767542607594, -1.825166709997557 52.46756576502185, -1.825657063055495 52.468776171181176, -1.826388620123553 52.46867342901977, -1.82823012795545 52.46906510066999, -1.826028078042124 52.47055343408557, -1.825279315476149 52.47155751121074, -1.823763400351311 52.47226720069496, -1.822794722216701 52.47151497560091, -1.823405835035292 52.47110871374442))"
8667,E01008899,Birmingham 037A,Birmingham 037A,408817,289986,-1.87152,52.50771,c8fbd1c4-6911-4ec3-b4d9-d6a79c431a4d,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.87456762322489 52.51564002359538, -1.871467154837926 52.51260710391364, -1.867978409764134 52.51155671950282, -1.868208322561408 52.510428740710864, -1.865323021249002 52.51151250579295, -1.863160610295279 52.5098297606517, -1.86062487473402 52.50872410368286, -1.860478570732648 52.508672284526675, -1.866561590485856 52.50687510754015, -1.869744119654434 52.50499044731128, -1.871390409138939 52.504015443751484, -1.870887807312501 52.50365785365368, -1.872954728829576 52.50079332334875, -1.874783434598639 52.50250531042171, -1.8722890822356 52.50353716194907, -1.872561984427109 52.503789928650086, -1.87333510474615 52.50375509389547, -1.873325217298869 52.504209880133914, -1.874070375691905 52.504402747111584, -1.874048550717139 52.50391431921059, -1.874777471665572 52.50362895343391, -1.875530831937825 52.50372735644141, -1.874884338087124 52.50426317250333, -1.875165226907537 52.50462380721075, -1.876438135246206 52.504674584838156, -1.877706075104956 52.50511610871741, -1.877630868374318 52.50567340644756, -1.879456685483517 52.50605285296902, -1.881089965550079 52.50681864506475, -1.882573724340636 52.50819039214613, -1.881565486153463 52.5078419041394, -1.880926703673885 52.508344897878054, -1.88113077471822 52.50860353577639, -1.880791571485933 52.50840338540678, -1.880180002269938 52.50872093140655, -1.880983377324264 52.509624280388984, -1.880139390059847 52.50964052304898, -1.879087723444339 52.509066438252106, -1.878212902901554 52.50801141222557, -1.876866569627719 52.508282263862775, -1.875761906645506 52.50749150014729, -1.874766676347886 52.507846068618484, -1.875162409938088 52.5085386188875, -1.877854132724936 52.51017758668988, -1.879476286693731 52.51200454955923, -1.879925267056807 52.5125260693024, -1.879557124116304 52.51250604410205, -1.879567021889356 52.51289109212192, -1.876979584089715 52.51277962280091, -1.875204709409004 52.51265182889029, -1.874573947664911 52.512942202970414, -1.875016926797735 52.51304723228078, -1.874844734630991 52.513820686585674, -1.874497757472901 52.51380600799642, -1.874606807913907 52.51414542057488, -1.875762856395529 52.51506592739759, -1.87456762322489 52.51564002359538))"
8668,E01008901,Birmingham 037C,Birmingham 037C,408084,289444,-1.88233,52.50285,131b2b39-a8a3-45b8-bb26-d5e633e141f7,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.875165226907537 52.50462380721075, -1.874884338087124 52.50426317250333, -1.875530831937825 52.50372735644141, -1.874777471665572 52.50362895343391, -1.874048550717139 52.50391431921059, -1.874070375691905 52.504402747111584, -1.873325217298869 52.504209880133914, -1.87333510474615 52.50375509389547, -1.872561984427109 52.503789928650086, -1.8722890822356 52.50353716194907, -1.874783434598639 52.50250531042171, -1.872954728829576 52.50079332334875, -1.876443249168285 52.49934494641235, -1.879805629076593 52.49673194586037, -1.883720361984371 52.49821789167346, -1.886017601897237 52.498471839714284, -1.885092750145555 52.500050613421976, -1.88748978336961 52.50055670706411, -1.887885367474847 52.50041215494233, -1.887763960661438 52.50105361551226, -1.887693676325038 52.501512206212155, -1.887511478173562 52.50237479702774, -1.88678707130452 52.502750935955056, -1.887438124081432 52.502949327655344, -1.887390068559067 52.50325579360336, -1.887012794688967 52.50324058348623, -1.887055145588032 52.50384105200567, -1.887765185601177 52.50387646301552, -1.892396930988071 52.50406054423016, -1.891517217021957 52.504779934898, -1.89124764755879 52.50442536819772, -1.888444118937795 52.5042885273766, -1.888012620519525 52.504697827634516, -1.888677300580301 52.50503090065701, -1.888255116089752 52.50540208422472, -1.885729856680663 52.505608900976696, -1.88620991667552 52.50747459143094, -1.8874272765371 52.50792832348496, -1.887702396359941 52.508645916851606, -1.887074156314289 52.508667426676, -1.886104701487298 52.509350326936996, -1.886286754307057 52.50961331283362, -1.884834789242077 52.510247229495754, -1.884366220017096 52.509838964069516, -1.882573724340636 52.50819039214613, -1.881089965550079 52.50681864506475, -1.879456685483517 52.50605285296902, -1.877630868374318 52.50567340644756, -1.877706075104956 52.50511610871741, -1.876438135246206 52.504674584838156, -1.875165226907537 52.50462380721075))"
8669,E01008905,Birmingham 040A,Birmingham 040A,406049,289271,-1.91231,52.50132,4b985d38-686e-4e44-a92f-3060786e75fd,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.909061472923641 52.502979647891074, -1.909219926000989 52.50201230029398, -1.909815480893979 52.50153990212021, -1.909020226879676 52.50001527747502, -1.909605910945545 52.49995636448826, -1.909316999644172 52.49916131734247, -1.909773160160976 52.49897678706223, -1.909162736683952 52.4988949985088, -1.910404126358159 52.49846172841311, -1.910224126967442 52.49904485918158, -1.911274402524753 52.499627944769756, -1.913795551832318 52.49958416067121, -1.914235344183914 52.5003844571382, -1.912938217892789 52.50086854648614, -1.913129379743777 52.50104264165635, -1.914166773036759 52.502113728086094, -1.913931549021468 52.50248772749134, -1.914907546187525 52.50245038575289, -1.915417448427134 52.50249800120789, -1.915620084675432 52.50291330017632, -1.911814728602207 52.50301461057031, -1.910264152506855 52.502998192523464, -1.909061472923641 52.502979647891074))"
8670,E01008906,Birmingham 049A,Birmingham 049A,406367,289149,-1.90763,52.50022,77813027-4c3c-4f97-8592-77919936f222,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.906839536019448 52.50164548258042, -1.906592998612322 52.49980235331205, -1.906074095389932 52.50044652174226, -1.906158071715585 52.50177390618786, -1.905641627474608 52.50175618208276, -1.904968440278709 52.50138982675856, -1.904872402659855 52.50056384504356, -1.905149849195185 52.50018473703719, -1.905914889165937 52.500035555829214, -1.905492551052042 52.499618213317, -1.906697157200747 52.49930798904537, -1.907185458141735 52.49948439479807, -1.906701263581094 52.498660600312704, -1.907419744201625 52.49847792119532, -1.907450115479226 52.4982075726565, -1.908131714207278 52.49812078302383, -1.907988155463029 52.4978087570822, -1.90964318986942 52.497486768643014, -1.910404126358159 52.49846172841311, -1.909162736683952 52.4988949985088, -1.909773160160976 52.49897678706223, -1.909316999644172 52.49916131734247, -1.909605910945545 52.49995636448826, -1.909020226879676 52.50001527747502, -1.909815480893979 52.50153990212021, -1.909219926000989 52.50201230029398, -1.909061472923641 52.502979647891074, -1.908771645634286 52.50297686334009, -1.907742539379508 52.502314957657845, -1.906839536019448 52.50164548258042))"
8671,E01008907,Birmingham 040B,Birmingham 040B,405804,289271,-1.91592,52.50132,f7bf13ed-e6a0-40df-91b0-ef1bf933598f,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.915417448427134 52.50249800120789, -1.914907546187525 52.50245038575289, -1.913931549021468 52.50248772749134, -1.914166773036759 52.502113728086094, -1.913129379743777 52.50104264165635, -1.912938217892789 52.50086854648614, -1.914235344183914 52.5003844571382, -1.913795551832318 52.49958416067121, -1.914377862276726 52.49936701681681, -1.915865542162243 52.499772052049444, -1.916369876414361 52.49959343688295, -1.916403163238581 52.49908935895475, -1.915766634310653 52.498916877679044, -1.915910790462674 52.498116857955154, -1.915317290131742 52.49786707329811, -1.916609610556267 52.49641047711844, -1.916961567234107 52.496727816816374, -1.918589726537612 52.49824896243501, -1.918938421352476 52.498585604282454, -1.918892804769782 52.50058360308751, -1.918890127097599 52.500643604536634, -1.918757545827887 52.50220264148483, -1.915907133890649 52.50288183235179, -1.915620084675432 52.50291330017632, -1.915417448427134 52.50249800120789))"
8672,E01008909,Birmingham 041D,Birmingham 041D,406734,288991,-1.90223,52.49879,beb22ba6-e7fc-4a80-b00b-3a8f1931f053,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.90029866653035 52.500585513772315, -1.899483141184828 52.500464019021, -1.899059980035607 52.49893568611101, -1.897771103600627 52.49902194674211, -1.897314390828666 52.49770120980443, -1.899877074991157 52.49794826791523, -1.902914945605275 52.49820049863321, -1.902854243670769 52.49778983193716, -1.903583930817637 52.497801107121774, -1.903686319161575 52.49738210651029, -1.902692872941636 52.49740986600269, -1.902716139476729 52.497018085741665, -1.903783214539006 52.49699547408341, -1.903987511722993 52.49606191786337, -1.904546388532229 52.49615216922423, -1.906352876525341 52.4962061907294, -1.906532730238805 52.49655151908916, -1.906981126473638 52.49654604592792, -1.906997748411459 52.496206697869, -1.908663083430798 52.4961990013285, -1.908722880918852 52.49660773879932, -1.907988155463029 52.4978087570822, -1.908131714207278 52.49812078302383, -1.907450115479226 52.4982075726565, -1.907419744201625 52.49847792119532, -1.906701263581094 52.498660600312704, -1.907185458141735 52.49948439479807, -1.906697157200747 52.49930798904537, -1.905492551052042 52.499618213317, -1.905914889165937 52.500035555829214, -1.905149849195185 52.50018473703719, -1.904872402659855 52.50056384504356, -1.904678873062156 52.500199103143444, -1.904190999232185 52.50021397514963, -1.90420489217673 52.500600553348114, -1.902961017586787 52.50049545727191, -1.902728013337444 52.50149820095924, -1.901258797799917 52.5013892521687, -1.901445350487678 52.50093785212525, -1.90029866653035 52.500585513772315))"
8673,E01008910,Birmingham 050A,Birmingham 050A,407701,288781,-1.88799,52.49689,fb928532-3a03-4642-8556-e1d7cfcd2ae4,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.889118094014886 52.50150438550958, -1.888859252596593 52.500894590081245, -1.88839336850929 52.501080702700605, -1.888310895905027 52.50151490160613, -1.887693676325038 52.501512206212155, -1.887763960661438 52.50105361551226, -1.887885367474847 52.50041215494233, -1.88748978336961 52.50055670706411, -1.885092750145555 52.500050613421976, -1.886017601897237 52.498471839714284, -1.883720361984371 52.49821789167346, -1.879805629076593 52.49673194586037, -1.881692866293696 52.49521018199745, -1.882712076797152 52.4955421993811, -1.883590698324775 52.49485018791532, -1.887220575125292 52.495738233073254, -1.88831621829534 52.49277801037677, -1.89301481340084 52.49225731962574, -1.89208024332565 52.494998405076096, -1.895775859022732 52.49486727397248, -1.895523767137233 52.49630502874369, -1.895921358317958 52.49635032789996, -1.89549845394987 52.49845727781235, -1.895073829190423 52.49830019948696, -1.895196839472632 52.49751838171479, -1.8942469325341 52.497340526924624, -1.893642667788769 52.4975762197369, -1.891472416869927 52.497223435374174, -1.89057394201843 52.49815393216426, -1.890151642837399 52.4986835964454, -1.890029956251387 52.49900877544128, -1.89049051685674 52.4990689306258, -1.889976929440545 52.50069349341129, -1.889723368885411 52.50087465677789, -1.890120422386449 52.50120066745566, -1.889598806535333 52.5011974142482, -1.889522023027635 52.50151733930051, -1.889118094014886 52.50150438550958))"
8674,E01008911,Birmingham 049B,Birmingham 049B,406480,288622,-1.90597,52.49548,f1cfd95d-2cba-40aa-ba91-680af8ac1895,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.899877074991157 52.49794826791523, -1.900330838839241 52.497176144889565, -1.899942305079078 52.49647556482003, -1.901223710447594 52.49648071994158, -1.90134327287652 52.495516289100294, -1.902035903822918 52.495741800205145, -1.902351504993011 52.49465055603137, -1.901624230438678 52.49521347157818, -1.901300108647704 52.49524917114281, -1.90124207578777 52.49485355658249, -1.901580757164852 52.4931793718149, -1.90409808073484 52.49344366072575, -1.904194614717434 52.49283072362423, -1.904899441655632 52.492734918436064, -1.905442667561559 52.4929277642732, -1.905141898018574 52.49359380468376, -1.905671695660921 52.493658927615336, -1.906725015118545 52.49308697516811, -1.907308505649819 52.493406647175696, -1.907343225922161 52.49400864066325, -1.908563888301291 52.4941297829371, -1.908931597725245 52.49439223027508, -1.911067394887972 52.494339910305385, -1.911638134561564 52.49440132433695, -1.911305544559198 52.49461247465978, -1.910895184430613 52.4946762295849, -1.911374415001298 52.4953484334134, -1.910043371889744 52.49517806159886, -1.909709511574096 52.49572333543329, -1.910846269293712 52.49596552963958, -1.911046352663419 52.49651889344388, -1.910520692644913 52.49653545332328, -1.910290163662191 52.49707045012497, -1.90983548204295 52.49712560043919, -1.909720190501366 52.4966898111095, -1.908722880918852 52.49660773879932, -1.908663083430798 52.4961990013285, -1.906997748411459 52.496206697869, -1.906981126473638 52.49654604592792, -1.906532730238805 52.49655151908916, -1.906352876525341 52.4962061907294, -1.904546388532229 52.49615216922423, -1.903987511722993 52.49606191786337, -1.903783214539006 52.49699547408341, -1.902716139476729 52.497018085741665, -1.902692872941636 52.49740986600269, -1.903686319161575 52.49738210651029, -1.903583930817637 52.497801107121774, -1.902854243670769 52.49778983193716, -1.902914945605275 52.49820049863321, -1.899877074991157 52.49794826791523))"
8675,E01008913,Birmingham 050B,Birmingham 050B,407075,288664,-1.89721,52.49585,16489ad5-3e7d-4da0-bf25-625cf249f5fb,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.89549845394987 52.49845727781235, -1.895921358317958 52.49635032789996, -1.895523767137233 52.49630502874369, -1.895775859022732 52.49486727397248, -1.89208024332565 52.494998405076096, -1.89301481340084 52.49225731962574, -1.895768895908206 52.49229573123358, -1.89912564936337 52.492856009337764, -1.901580757164852 52.4931793718149, -1.90124207578777 52.49485355658249, -1.901300108647704 52.49524917114281, -1.901624230438678 52.49521347157818, -1.902351504993011 52.49465055603137, -1.902035903822918 52.495741800205145, -1.90134327287652 52.495516289100294, -1.901223710447594 52.49648071994158, -1.899942305079078 52.49647556482003, -1.900330838839241 52.497176144889565, -1.899877074991157 52.49794826791523, -1.897314390828666 52.49770120980443, -1.897771103600627 52.49902194674211, -1.895987790706699 52.4994159537448, -1.89549845394987 52.49845727781235))"
8676,E01008914,Birmingham 050C,Birmingham 050C,406970,287973,-1.89877,52.48964,b46f498c-dc98-4510-b4ac-69e214f443cd,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.905442667561559 52.4929277642732, -1.904899441655632 52.492734918436064, -1.904194614717434 52.49283072362423, -1.90409808073484 52.49344366072575, -1.901580757164852 52.4931793718149, -1.89912564936337 52.492856009337764, -1.895768895908206 52.49229573123358, -1.89301481340084 52.49225731962574, -1.88831621829534 52.49277801037677, -1.889338931122102 52.49034722493168, -1.889778137393401 52.48973268556923, -1.890197993919873 52.48975274498778, -1.891330245878055 52.489645890372735, -1.89386794077017 52.48854558715093, -1.898022138359179 52.486363668107266, -1.899501576386337 52.48560057791209, -1.899991410377914 52.48570952754817, -1.900417211708016 52.48578201211542, -1.901209616878851 52.486409382124044, -1.90230119235648 52.48691923412128, -1.905140303658559 52.48785007388335, -1.906649793417913 52.488373047631335, -1.905994894506431 52.49012262153197, -1.906988138847123 52.490867888524285, -1.905874575529777 52.491469489523084, -1.907605051333157 52.49234222667605, -1.906177436933583 52.49278994735526, -1.906105902840296 52.49301456738487, -1.906725015118545 52.49308697516811, -1.905671695660921 52.493658927615336, -1.905141898018574 52.49359380468376, -1.905442667561559 52.4929277642732))"
8677,E01008915,Birmingham 030A,Birmingham 030A,408631,291057,-1.87423,52.51734,701407d7-5f90-45a0-a02a-ba3b4c1352cc,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.870652560636931 52.517208018509976, -1.866372166941226 52.512852641597476, -1.865323021249002 52.51151250579295, -1.868208322561408 52.510428740710864, -1.867978409764134 52.51155671950282, -1.871467154837926 52.51260710391364, -1.87456762322489 52.51564002359538, -1.875762856395529 52.51506592739759, -1.874606807913907 52.51414542057488, -1.874497757472901 52.51380600799642, -1.874844734630991 52.513820686585674, -1.875016926797735 52.51304723228078, -1.874573947664911 52.512942202970414, -1.875204709409004 52.51265182889029, -1.876979584089715 52.51277962280091, -1.879567021889356 52.51289109212192, -1.879557124116304 52.51250604410205, -1.879925267056807 52.5125260693024, -1.879476286693731 52.51200454955923, -1.880878387694683 52.51139969511968, -1.883168243959672 52.51336123427207, -1.881093356126266 52.514281123848356, -1.88047649024412 52.51506704007438, -1.879878092136708 52.51653137708559, -1.879677040997679 52.51808977127149, -1.879286697018917 52.51922487145, -1.877522580040372 52.52081230689913, -1.874512121147405 52.51950548327925, -1.871720060115669 52.51796384458888, -1.870652560636931 52.517208018509976))"
8678,E01008916,Birmingham 037E,Birmingham 037E,408032,290288,-1.88307,52.51044,d692c445-8a34-47f6-85a6-92dc10188b1c,E08000025,E08000025,E47000007,E12000005,"POLYGON ((-1.883168243959672 52.51336123427207, -1.880878387694683 52.51139969511968, -1.879476286693731 52.51200454955923, -1.877854132724936 52.51017758668988, -1.875162409938088 52.5085386188875, -1.874766676347886 52.507846068618484, -1.875761906645506 52.50749150014729, -1.876866569627719 52.508282263862775, -1.878212902901554 52.50801141222557, -1.879087723444339 52.509066438252106, -1.880139390059847 52.50964052304898, -1.880983377324264 52.509624280388984, -1.880180002269938 52.50872093140655, -1.880791571485933 52.50840338540678, -1.88113077471822 52.50860353577639, -1.880926703673885 52.508344897878054, -1.881565486153463 52.5078419041394, -1.882573724340636 52.50819039214613, -1.884366220017096 52.509838964069516, -1.884834789242077 52.510247229495754, -1.886286754307057 52.50961331283362, -1.886104701487298 52.509350326936996, -1.887074156314289 52.508667426676, -1.888178771178496 52.51058149141486, -1.886278684845745 52.512031700171526, -1.884938614445835 52.51260504857556, -1.883168243959672 52.51336123427207))"
